Date,Close
2007-01-02,1000.0
2007-01-03,999.99
2007-01-04,999.99
2007-01-05,1000.0
2007-01-08,1000.0
2007-01-09,999.99
2007-01-10,999.99
2007-01-11,1000.0
2007-01-12,999.99
2007-01-15,1000.0
2007-01-16,999.99
2007-01-17,999.99
2007-01-18,999.99
2007-01-19,1000.0
2007-01-22,999.99
2007-01-23,1000.0
2007-01-24,1000.0
2007-01-25,999.99
2007-01-29,999.99
2007-01-31,1000.0
2007-02-01,1000.01
2007-02-02,999.99
2007-02-05,999.99
2007-02-06,1000.0
2007-02-07,1000.0
2007-02-08,1000.0
2007-02-09,999.99
2007-02-12,1000.0
2007-02-13,1000.0
2007-02-14,1000.0
2007-02-15,999.99
2007-02-19,999.99
2007-02-20,999.99
2007-02-21,1000.0
2007-02-22,999.99
2007-02-23,1000.0
2007-02-26,1000.0
2007-02-27,1000.01
2007-02-28,1000.0
2007-03-01,999.99
2007-03-02,1000.0
2007-03-05,1000.0
2007-03-06,999.99
2007-03-07,1000.0
2007-03-08,1000.0
2007-03-09,999.99
2007-03-12,999.99
2007-03-13,1000.0
2007-03-14,1000.0
2007-03-15,999.99
2007-03-16,1000.0
2007-03-19,999.99
2007-03-20,999.99
2007-03-21,999.99
2007-03-22,1000.0
2007-03-23,999.99
2007-03-26,999.99
2007-03-28,1000.0
2007-03-29,999.99
2007-03-30,999.99
2007-04-02,1000.0
2007-04-03,1000.01
2007-04-04,1000.0
2007-04-05,1000.0
2007-04-09,1000.0
2007-04-10,999.99
2007-04-11,1000.0
2007-04-12,1000.0
2007-04-13,999.99
2007-04-16,1000.0
2007-04-17,999.99
2007-04-18,1000.0
2007-04-19,1000.0
2007-04-20,1000.0
2007-04-23,1000.0
2007-04-24,999.99
2007-04-25,1000.0
2007-04-26,999.99
2007-04-27,1000.0
2007-04-30,1000.0
2007-05-03,999.99
2007-05-04,1000.0
2007-05-07,1000.0
2007-05-08,999.99
2007-05-09,1000.0
2007-05-10,1000.0
2007-05-11,999.99
2007-05-14,1000.0
2007-05-15,999.99
2007-05-16,1000.0
2007-05-17,1000.0
2007-05-18,999.99
2007-05-21,999.99
2007-05-22,999.99
2007-05-23,999.99
2007-05-24,999.99
2007-05-25,999.99
2007-05-28,1000.0
2007-05-29,1000.0
2007-05-30,999.99
2007-05-31,1000.0
2007-06-01,1000.0
2007-06-04,1000.0
2007-06-05,1000.0
2007-06-06,999.99
2007-06-07,999.99
2007-06-08,999.99
2007-06-11,1000.0
2007-06-12,1000.01
2007-06-13,1000.0
2007-06-14,999.99
2007-06-15,1000.0
2007-06-18,1000.0
2007-06-19,999.99
2007-06-20,999.99
2007-06-21,1000.0
2007-06-22,1000.0
2007-06-25,1000.0
2007-06-26,999.99
2007-06-27,1000.0
2007-06-28,1000.0
2007-06-29,1000.0
2007-07-02,999.99
2007-07-03,1000.0
2007-07-04,1000.0
2007-07-05,1000.0
2007-07-06,999.99
2007-07-09,999.99
2007-07-10,1000.0
2007-07-11,1000.0
2007-07-12,1000.0
2007-07-13,1000.0
2007-07-16,1000.0
2007-07-17,999.99
2007-07-18,999.99
2007-07-19,999.99
2007-07-20,999.99
2007-07-23,999.99
2007-07-24,1000.0
2007-07-25,999.99
2007-07-26,1000.0
2007-07-27,1000.0
2007-07-30,1000.0
2007-07-31,999.99
2007-08-01,999.99
2007-08-02,999.99
2007-08-03,1000.0
2007-08-06,999.99
2007-08-07,999.99
2007-08-08,999.99
2007-08-09,1000.0
2007-08-10,999.99
2007-08-13,999.99
2007-08-14,999.99
2007-08-16,999.99
2007-08-17,999.99
2007-08-20,1000.0
2007-08-21,999.99
2007-08-22,999.99
2007-08-23,1000.0
2007-08-24,1000.0
2007-08-27,999.99
2007-08-28,1000.0
2007-08-29,1000.0
2007-08-30,999.99
2007-08-31,1000.0
2007-09-03,1000.0
2007-09-04,1000.0
2007-09-05,999.99
2007-09-06,1000.0
2007-09-07,999.99
2007-09-10,999.99
2007-09-11,999.99
2007-09-12,999.99
2007-09-13,1000.0
2007-09-14,999.99
2007-09-17,999.99
2007-09-18,1000.0
2007-09-19,1000.0
2007-09-20,999.99
2007-09-21,999.99
2007-09-24,1000.0
2007-09-25,1000.0
2007-09-26,999.99
2007-09-27,1000.0
2007-09-28,1000.0
2007-10-01,1000.0
2007-10-03,1000.0
2007-10-04,999.99
2007-10-05,1000.0
2007-10-08,1000.0
2007-10-09,1000.0
2007-10-10,1000.0
2007-10-11,1000.0
2007-10-12,999.99
2007-10-15,1000.0
2007-10-16,1000.0
2007-10-17,1000.0
2007-10-18,1000.0
2007-10-19,1000.0
2007-10-22,1000.0
2007-10-23,999.99
2007-10-24,999.99
2007-10-25,1000.0
2007-10-26,999.99
2007-10-29,1000.0
2007-10-30,1000.0
2007-10-31,999.99
2007-11-01,999.99
2007-11-02,999.99
2007-11-05,1000.0
2007-11-06,999.99
2007-11-07,999.99
2007-11-08,999.99
2007-11-09,1000.0
2007-11-12,999.99
2007-11-13,1000.0
2007-11-14,1000.0
2007-11-15,1000.0
2007-11-16,1000.0
2007-11-19,1000.0
2007-11-20,1000.0
2007-11-21,999.99
2007-11-22,999.99
2007-11-23,999.99
2007-11-26,1000.0
